exchange,symbol,ticker,name,isin,currency,source,asof_date
NSE,DEEPAKFERT,DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,INR,NSE:EQUITY_L,2026-02-18
NSE,DEEPAKNTR,DEEPAKNTR.NS,Deepak Nitrite Limited,INE288B01029,INR,NSE:EQUITY_L,2026-02-18
NSE,DEEPINDS,DEEPINDS.NS,Deep Industries Limited,INE0FHS01024,INR,NSE:EQUITY_L,2026-02-18
NSE,DELHIVERY,DELHIVERY.NS,Delhivery Limited,INE148O01028,INR,NSE:EQUITY_L,2026-02-18
NSE,DELPHIFX,DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,INE726L01027,INR,NSE:EQUITY_L,2026-02-18
NSE,DELTACORP,DELTACORP.NS,Delta Corp Limited,INE124G01033,INR,NSE:EQUITY_L,2026-02-18
NSE,DELTAMAGNT,DELTAMAGNT.NS,Delta Manufacturing Limited,INE393A01011,INR,NSE:EQUITY_L,2026-02-18
NSE,DEN,DEN.NS,Den Networks Limited,INE947J01015,INR,NSE:EQUITY_L,2026-02-18
NSE,DENORA,DENORA.NS,De Nora India Limited,INE244A01016,INR,NSE:EQUITY_L,2026-02-18
NSE,DENTA,DENTA.NS,Denta Water and Infra Solutions Limited,INE0R4L01018,INR,NSE:EQUITY_L,2026-02-18
NSE,DEVIT,DEVIT.NS,Dev Information Technology Limited,INE060X01034,INR,NSE:EQUITY_L,2026-02-18
NSE,DEVX,DEVX.NS,Dev Accelerator Limited,INE0VOV01021,INR,NSE:EQUITY_L,2026-02-18
NSE,DEVYANI,DEVYANI.NS,Devyani International Limited,INE872J01023,INR,NSE:EQUITY_L,2026-02-18
NSE,DGCONTENT,DGCONTENT.NS,Digicontent Limited,INE03JI01017,INR,NSE:EQUITY_L,2026-02-18
NSE,DHAMPURSUG,DHAMPURSUG.NS,Dhampur Sugar Mills Limited,INE041A01016,INR,NSE:EQUITY_L,2026-02-18
NSE,DHANBANK,DHANBANK.NS,Dhanlaxmi Bank Limited,INE680A01011,INR,NSE:EQUITY_L,2026-02-18
NSE,DHANUKA,DHANUKA.NS,Dhanuka Agritech Limited,INE435G01025,INR,NSE:EQUITY_L,2026-02-18
NSE,DHARAN,DHARAN.NS,DHARAN INFRA-EPC LIMITED,INE278R01034,INR,NSE:EQUITY_L,2026-02-18
NSE,DHARMAJ,DHARMAJ.NS,Dharmaj Crop Guard Limited,INE00OQ01016,INR,NSE:EQUITY_L,2026-02-18
NSE,DHRUV,DHRUV.NS,Dhruv Consultancy Services Limited,INE506Z01015,INR,NSE:EQUITY_L,2026-02-18
NSE,DHUNINV,DHUNINV.NS,Dhunseri Investments Limited,INE320L01011,INR,NSE:EQUITY_L,2026-02-18
NSE,DIACABS,DIACABS.NS,Diamond Power Infrastructure Limited,INE989C01038,INR,NSE:EQUITY_L,2026-02-18
NSE,DIAMINESQ,DIAMINESQ.NS,Diamines & Chemicals Limited,INE591D01014,INR,NSE:EQUITY_L,2026-02-18
NSE,DIAMONDYD,DIAMONDYD.NS,Prataap Snacks Limited,INE393P01035,INR,NSE:EQUITY_L,2026-02-18
NSE,DICIND,DICIND.NS,DIC India Limited,INE303A01010,INR,NSE:EQUITY_L,2026-02-18
NSE,DIFFNKG,DIFFNKG.NS,Diffusion Engineers Limited,INE184O01015,INR,NSE:EQUITY_L,2026-02-18
NSE,DIGIDRIVE,DIGIDRIVE.NS,Digidrive Distributors Limited,INE0PSC01024,INR,NSE:EQUITY_L,2026-02-18
NSE,DIGISPICE,DIGISPICE.NS,DiGiSPICE Technologies Limited,INE927C01020,INR,NSE:EQUITY_L,2026-02-18
NSE,DIGITIDE,DIGITIDE.NS,Digitide Solutions Limited,INE0U4701011,INR,NSE:EQUITY_L,2026-02-18
NSE,DIGJAMLMTD,DIGJAMLMTD.NS,Digjam Limited,INE731U01028,INR,NSE:EQUITY_L,2026-02-18
NSE,DISHTV,DISHTV.NS,Dish TV India Limited,INE836F01026,INR,NSE:EQUITY_L,2026-02-18
NSE,DIVGIITTS,DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,INE753U01022,INR,NSE:EQUITY_L,2026-02-18
NSE,DIVISLAB,DIVISLAB.NS,Divi's Laboratories Limited,INE361B01024,INR,NSE:EQUITY_L,2026-02-18
NSE,DIXON,DIXON.NS,Dixon Technologies (India) Limited,INE935N01020,INR,NSE:EQUITY_L,2026-02-18
NSE,DJML,DJML.NS,DJ Mediaprint & Logistics Limited,INE0B1K01014,INR,NSE:EQUITY_L,2026-02-18
NSE,DLF,DLF.NS,DLF Limited,INE271C01023,INR,NSE:EQUITY_L,2026-02-18
NSE,DLINKINDIA,DLINKINDIA.NS,D-Link (India) Limited,INE250K01012,INR,NSE:EQUITY_L,2026-02-18
NSE,DMART,DMART.NS,Avenue Supermarts Limited,INE192R01011,INR,NSE:EQUITY_L,2026-02-18
NSE,DMCC,DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,INR,NSE:EQUITY_L,2026-02-18
NSE,DNAMEDIA,DNAMEDIA.NS,Diligent Media Corporation Limited,INE016M01021,INR,NSE:EQUITY_L,2026-02-18
NSE,DODLA,DODLA.NS,Dodla Dairy Limited,INE021O01019,INR,NSE:EQUITY_L,2026-02-18
NSE,DOLATALGO,DOLATALGO.NS,Dolat Algotech Limited,INE966A01022,INR,NSE:EQUITY_L,2026-02-18
NSE,DOLLAR,DOLLAR.NS,Dollar Industries Limited,INE325C01035,INR,NSE:EQUITY_L,2026-02-18
NSE,DOLPHIN,DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,INE920A01037,INR,NSE:EQUITY_L,2026-02-18
NSE,DOMS,DOMS.NS,DOMS Industries Limited,INE321T01012,INR,NSE:EQUITY_L,2026-02-18
NSE,DONEAR,DONEAR.NS,Donear Industries Limited,INE668D01028,INR,NSE:EQUITY_L,2026-02-18
NSE,DPABHUSHAN,DPABHUSHAN.NS,D. P. Abhushan Limited,INE266Y01019,INR,NSE:EQUITY_L,2026-02-18
NSE,DPSCLTD,DPSCLTD.NS,DPSC Limited,INE360C01024,INR,NSE:EQUITY_L,2026-02-18
NSE,DPWIRES,DPWIRES.NS,D P Wires Limited,INE864X01013,INR,NSE:EQUITY_L,2026-02-18
NSE,DRCSYSTEMS,DRCSYSTEMS.NS,DRC Systems India Limited,INE03RS01027,INR,NSE:EQUITY_L,2026-02-18
NSE,DREAMFOLKS,DREAMFOLKS.NS,Dreamfolks Services Limited,INE0JS101016,INR,NSE:EQUITY_L,2026-02-18
NSE,DREDGECORP,DREDGECORP.NS,Dredging Corporation of India Limited,INE506A01018,INR,NSE:EQUITY_L,2026-02-18
NSE,DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited,INE089A01031,INR,NSE:EQUITY_L,2026-02-18
NSE,DSFCL,DSFCL.NS,DCM Shriram Fine Chemicals Limited,INE0OFM01015,INR,NSE:EQUITY_L,2026-02-18
NSE,DSSL,DSSL.NS,Dynacons Systems & Solutions Limited,INE417B01040,INR,NSE:EQUITY_L,2026-02-18
NSE,DTIL,DTIL.NS,Dhunseri Tea & Industries Limited,INE341R01014,INR,NSE:EQUITY_L,2026-02-18
NSE,DUCON,DUCON.NS,Ducon Infratechnologies Limited,INE741L01018,INR,NSE:EQUITY_L,2026-02-18
NSE,DVL,DVL.NS,Dhunseri Ventures Limited,INE477B01010,INR,NSE:EQUITY_L,2026-02-18
NSE,DWARKESH,DWARKESH.NS,Dwarikesh Sugar Industries Limited,INE366A01041,INR,NSE:EQUITY_L,2026-02-18
NSE,DYCL,DYCL.NS,Dynamic Cables Limited,INE600Y01019,INR,NSE:EQUITY_L,2026-02-18
NSE,DYNAMATECH,DYNAMATECH.NS,Dynamatic Technologies Limited,INE221B01012,INR,NSE:EQUITY_L,2026-02-18
NSE,DYNPRO,DYNPRO.NS,Dynemic Products Limited,INE256H01015,INR,NSE:EQUITY_L,2026-02-18
NSE,E2E,E2E.NS,E2E Networks Limited,INE255Z01019,INR,NSE:EQUITY_L,2026-02-18
NSE,EASEMYTRIP,EASEMYTRIP.NS,Easy Trip Planners Limited,INE07O001026,INR,NSE:EQUITY_L,2026-02-18
NSE,EASTSILK,EASTSILK.NS,Eastern Silk Industries Limited,INE962C01035,INR,NSE:EQUITY_L,2026-02-18
NSE,EBGNG,EBGNG.NS,GNG Electronics Limited,INE18JU01028,INR,NSE:EQUITY_L,2026-02-18
NSE,ECLERX,ECLERX.NS,eClerx Services Limited,INE738I01010,INR,NSE:EQUITY_L,2026-02-18
NSE,ECOSMOBLTY,ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,INR,NSE:EQUITY_L,2026-02-18
NSE,EDELWEISS,EDELWEISS.NS,Edelweiss Financial Services Limited,INE532F01054,INR,NSE:EQUITY_L,2026-02-18
NSE,EFCIL,EFCIL.NS,EFC (I) Limited,INE886D01026,INR,NSE:EQUITY_L,2026-02-18
NSE,EICHERMOT,EICHERMOT.NS,Eicher Motors Limited,INE066A01021,INR,NSE:EQUITY_L,2026-02-18
NSE,EIDPARRY,EIDPARRY.NS,EID Parry India Limited,INE126A01031,INR,NSE:EQUITY_L,2026-02-18
NSE,EIEL,EIEL.NS,Enviro Infra Engineers Limited,INE0LLY01014,INR,NSE:EQUITY_L,2026-02-18
NSE,EIFFL,EIFFL.NS,Euro India Fresh Foods Limited,INE546V01010,INR,NSE:EQUITY_L,2026-02-18
NSE,EIHAHOTELS,EIHAHOTELS.NS,EIH Associated Hotels Limited,INE276C01014,INR,NSE:EQUITY_L,2026-02-18
NSE,EIHOTEL,EIHOTEL.NS,EIH Limited,INE230A01023,INR,NSE:EQUITY_L,2026-02-18
NSE,EIMCOELECO,EIMCOELECO.NS,Eimco Elecon (India) Limited,INE158B01016,INR,NSE:EQUITY_L,2026-02-18
NSE,EKC,EKC.NS,Everest Kanto Cylinder Limited,INE184H01027,INR,NSE:EQUITY_L,2026-02-18
NSE,ELDEHSG,ELDEHSG.NS,Eldeco Housing And Industries Limited,INE668G01021,INR,NSE:EQUITY_L,2026-02-18
NSE,ELECON,ELECON.NS,Elecon Engineering Company Limited,INE205B01031,INR,NSE:EQUITY_L,2026-02-18
NSE,ELECTCAST,ELECTCAST.NS,Electrosteel Castings Limited,INE086A01029,INR,NSE:EQUITY_L,2026-02-18
NSE,ELECTHERM,ELECTHERM.NS,Electrotherm (India) Limited,INE822G01016,INR,NSE:EQUITY_L,2026-02-18
NSE,ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Limited,INE285A01027,INR,NSE:EQUITY_L,2026-02-18
NSE,ELGIRUBCO,ELGIRUBCO.NS,Elgi Rubber Company Limited,INE819L01012,INR,NSE:EQUITY_L,2026-02-18
NSE,ELIN,ELIN.NS,Elin Electronics Limited,INE050401020,INR,NSE:EQUITY_L,2026-02-18
NSE,ELLEN,ELLEN.NS,Ellenbarrie Industrial Gases Limited,INE236E01022,INR,NSE:EQUITY_L,2026-02-18
NSE,EMAMILTD,EMAMILTD.NS,Emami Limited,INE548C01032,INR,NSE:EQUITY_L,2026-02-18
NSE,EMAMIPAP,EMAMIPAP.NS,Emami Paper Mills Limited,INE830C01026,INR,NSE:EQUITY_L,2026-02-18
NSE,EMAMIREAL,EMAMIREAL.NS,Emami Realty Limited,INE778K01012,INR,NSE:EQUITY_L,2026-02-18
NSE,EMBDL,EMBDL.NS,Embassy Developments Limited,INE069I01010,INR,NSE:EQUITY_L,2026-02-18
NSE,EMCURE,EMCURE.NS,Emcure Pharmaceuticals Limited,INE168P01015,INR,NSE:EQUITY_L,2026-02-18
NSE,EMIL,EMIL.NS,Electronics Mart India Limited,INE02YR01019,INR,NSE:EQUITY_L,2026-02-18
NSE,EMKAY,EMKAY.NS,Emkay Global Financial Services Limited,INE296H01011,INR,NSE:EQUITY_L,2026-02-18
NSE,EMMBI,EMMBI.NS,Emmbi Industries Limited,INE753K01015,INR,NSE:EQUITY_L,2026-02-18
NSE,EMMVEE,EMMVEE.NS,Emmvee Photovoltaic Power Limited,INE1C6T01020,INR,NSE:EQUITY_L,2026-02-18
NSE,EMSLIMITED,EMSLIMITED.NS,EMS Limited,INE0OV601013,INR,NSE:EQUITY_L,2026-02-18
NSE,EMUDHRA,EMUDHRA.NS,eMudhra Limited,INE01QM01018,INR,NSE:EQUITY_L,2026-02-18
NSE,ENDURANCE,ENDURANCE.NS,Endurance Technologies Limited,INE913H01037,INR,NSE:EQUITY_L,2026-02-18
NSE,ENERGYDEV,ENERGYDEV.NS,Energy Development Company Limited,INE306C01019,INR,NSE:EQUITY_L,2026-02-18
NSE,ENGINERSIN,ENGINERSIN.NS,Engineers India Limited,INE510A01028,INR,NSE:EQUITY_L,2026-02-18
NSE,ENIL,ENIL.NS,Entertainment Network (India) Limited,INE265F01028,INR,NSE:EQUITY_L,2026-02-18
NSE,ENRIN,ENRIN.NS,Siemens Energy India Limited,INE1NPP01017,INR,NSE:EQUITY_L,2026-02-18
NSE,ENTERO,ENTERO.NS,Entero Healthcare Solutions Limited,INE010601016,INR,NSE:EQUITY_L,2026-02-18
NSE,EPACK,EPACK.NS,EPACK Durable Limited,INE0G5901015,INR,NSE:EQUITY_L,2026-02-18
NSE,EPACKPEB,EPACKPEB.NS,EPack Prefab Technologies Limited,INE0MLS01022,INR,NSE:EQUITY_L,2026-02-18
NSE,EPIGRAL,EPIGRAL.NS,Epigral Limited,INE071N01016,INR,NSE:EQUITY_L,2026-02-18
NSE,EPL,EPL.NS,EPL Limited,INE255A01020,INR,NSE:EQUITY_L,2026-02-18
NSE,EQUIPPP,EQUIPPP.NS,Equippp Social Impact Technologies Limited,INE217G01035,INR,NSE:EQUITY_L,2026-02-18
NSE,EQUITASBNK,EQUITASBNK.NS,Equitas Small Finance Bank Limited,INE063P01018,INR,NSE:EQUITY_L,2026-02-18
NSE,ERIS,ERIS.NS,Eris Lifesciences Limited,INE406M01024,INR,NSE:EQUITY_L,2026-02-18
NSE,ESABINDIA,ESABINDIA.NS,Esab India Limited,INE284A01012,INR,NSE:EQUITY_L,2026-02-18
NSE,ESAFSFB,ESAFSFB.NS,ESAF Small Finance Bank Limited,INE818W01011,INR,NSE:EQUITY_L,2026-02-18
NSE,ESCORTS,ESCORTS.NS,Escorts Kubota Limited,INE042A01014,INR,NSE:EQUITY_L,2026-02-18
NSE,ESSARSHPNG,ESSARSHPNG.NS,Essar Shipping Limited,INE122M01019,INR,NSE:EQUITY_L,2026-02-18
NSE,ESSENTIA,ESSENTIA.NS,Integra Essentia Limited,INE418N01035,INR,NSE:EQUITY_L,2026-02-18
NSE,ESTER,ESTER.NS,Ester Industries Limited,INE778B01029,INR,NSE:EQUITY_L,2026-02-18
NSE,ETERNAL,ETERNAL.NS,ETERNAL LIMITED,INE758T01015,INR,NSE:EQUITY_L,2026-02-18
NSE,ETHOSLTD,ETHOSLTD.NS,Ethos Limited,INE04TZ01018,INR,NSE:EQUITY_L,2026-02-18
NSE,EUREKAFORB,EUREKAFORB.NS,Eureka Forbes Limited,INE0KCE01017,INR,NSE:EQUITY_L,2026-02-18
NSE,EUROBOND,EUROBOND.NS,Euro Panel Products Limited,INE505V01016,INR,NSE:EQUITY_L,2026-02-18
NSE,EUROPRATIK,EUROPRATIK.NS,Euro Pratik Sales Limited,INE198501012,INR,NSE:EQUITY_L,2026-02-18
NSE,EUROTEXIND,EUROTEXIND.NS,Eurotex Industries and Exports Limited,INE022C01012,INR,NSE:EQUITY_L,2026-02-18
NSE,EVEREADY,EVEREADY.NS,Eveready Industries India Limited,INE128A01029,INR,NSE:EQUITY_L,2026-02-18
NSE,EVERESTIND,EVERESTIND.NS,Everest Industries Limited,INE295A01018,INR,NSE:EQUITY_L,2026-02-18
NSE,EXCEL,EXCEL.NS,Excel Realty N Infra Limited,INE688J01023,INR,NSE:EQUITY_L,2026-02-18
NSE,EXCELINDUS,EXCELINDUS.NS,Excel Industries Limited,INE369A01029,INR,NSE:EQUITY_L,2026-02-18
NSE,EXCELSOFT,EXCELSOFT.NS,Excelsoft Technologies Limited,INE606N01019,INR,NSE:EQUITY_L,2026-02-18
NSE,EXICOM,EXICOM.NS,Exicom Tele-Systems Limited,INE777F01014,INR,NSE:EQUITY_L,2026-02-18
NSE,EXIDEIND,EXIDEIND.NS,Exide Industries Limited,INE302A01020,INR,NSE:EQUITY_L,2026-02-18
NSE,EXPLEOSOL,EXPLEOSOL.NS,Expleo Solutions Limited,INE201K01015,INR,NSE:EQUITY_L,2026-02-18
NSE,EXXARO,EXXARO.NS,Exxaro Tiles Limited,INE0GFE01026,INR,NSE:EQUITY_L,2026-02-18
NSE,FABTECH,FABTECH.NS,Fabtech Technologies Limited,INE0HF201011,INR,NSE:EQUITY_L,2026-02-18
NSE,FACT,FACT.NS,Fertilizers and Chemicals Travancore Limited,INE188A01015,INR,NSE:EQUITY_L,2026-02-18
NSE,FAIRCHEMOR,FAIRCHEMOR.NS,Fairchem Organics Limited,INE0DNW01011,INR,NSE:EQUITY_L,2026-02-18
NSE,FAZE3Q,FAZE3Q.NS,Faze Three Limited,INE963C01033,INR,NSE:EQUITY_L,2026-02-18
NSE,FCL,FCL.NS,Fineotex Chemical Limited,INE045J01034,INR,NSE:EQUITY_L,2026-02-18
NSE,FCSSOFT,FCSSOFT.NS,FCS Software Solutions Limited,INE512B01022,INR,NSE:EQUITY_L,2026-02-18
NSE,FDC,FDC.NS,FDC Limited,INE258B01022,INR,NSE:EQUITY_L,2026-02-18
NSE,FEDERALBNK,FEDERALBNK.NS,The Federal Bank  Limited,INE171A01029,INR,NSE:EQUITY_L,2026-02-18
NSE,FEDFINA,FEDFINA.NS,Fedbank Financial Services Limited,INE007N01010,INR,NSE:EQUITY_L,2026-02-18
NSE,FEL,FEL.NS,Future Enterprises Limited,INE623B01027,INR,NSE:EQUITY_L,2026-02-18
NSE,FELDVR,FELDVR.NS,Future Enterprises Limited,IN9623B01058,INR,NSE:EQUITY_L,2026-02-18
NSE,FIBERWEB,FIBERWEB.NS,Fiberweb (India) Limited,INE296C01020,INR,NSE:EQUITY_L,2026-02-18
NSE,FIEMIND,FIEMIND.NS,Fiem Industries Limited,INE737H01014,INR,NSE:EQUITY_L,2026-02-18
NSE,FILATEX,FILATEX.NS,Filatex India Limited,INE816B01035,INR,NSE:EQUITY_L,2026-02-18
NSE,FILATFASH,FILATFASH.NS,Filatex Fashions Limited,INE185E01021,INR,NSE:EQUITY_L,2026-02-18
NSE,FINCABLES,FINCABLES.NS,Finolex Cables Limited,INE235A01022,INR,NSE:EQUITY_L,2026-02-18
NSE,FINEORG,FINEORG.NS,Fine Organic Industries Limited,INE686Y01026,INR,NSE:EQUITY_L,2026-02-18
NSE,FINKURVE,FINKURVE.NS,Finkurve Financial Services Limited,INE734I01027,INR,NSE:EQUITY_L,2026-02-18
NSE,FINOPB,FINOPB.NS,Fino Payments Bank Limited,INE02NC01014,INR,NSE:EQUITY_L,2026-02-18
NSE,FINPIPE,FINPIPE.NS,Finolex Industries Limited,INE183A01024,INR,NSE:EQUITY_L,2026-02-18
NSE,FIRSTCRY,FIRSTCRY.NS,Brainbees Solutions Limited,INE02RE01045,INR,NSE:EQUITY_L,2026-02-18
NSE,FISCHER,FISCHER.NS,Fischer Medical Ventures Limited,INE771F01041,INR,NSE:EQUITY_L,2026-02-18
NSE,FIVESTAR,FIVESTAR.NS,Five-Star Business Finance Limited,INE128S01021,INR,NSE:EQUITY_L,2026-02-18
NSE,FLAIR,FLAIR.NS,Flair Writing Industries Limited,INE00Y201027,INR,NSE:EQUITY_L,2026-02-18
NSE,FLEXITUFF,FLEXITUFF.NS,Flexituff Ventures International Limited,INE060J01017,INR,NSE:EQUITY_L,2026-02-18
NSE,FLFL,FLFL.NS,Future Lifestyle Fashions Limited,INE452O01016,INR,NSE:EQUITY_L,2026-02-18
NSE,FLUOROCHEM,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,INE09N301011,INR,NSE:EQUITY_L,2026-02-18
NSE,FMGOETZE,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,INE529A01010,INR,NSE:EQUITY_L,2026-02-18
NSE,FMNL,FMNL.NS,Future Market Networks Limited,INE360L01017,INR,NSE:EQUITY_L,2026-02-18
NSE,FOCUS,FOCUS.NS,Focus Lighting and Fixtures Limited,INE593W01028,INR,NSE:EQUITY_L,2026-02-18
NSE,FOODSIN,FOODSIN.NS,Foods & Inns Limited,INE976E01023,INR,NSE:EQUITY_L,2026-02-18
NSE,FORCEMOT,FORCEMOT.NS,FORCE MOTORS LTD,INE451A01017,INR,NSE:EQUITY_L,2026-02-18
NSE,FORTIS,FORTIS.NS,Fortis Healthcare Limited,INE061F01013,INR,NSE:EQUITY_L,2026-02-18
NSE,FOSECOIND,FOSECOIND.NS,Foseco India Limited,INE519A01011,INR,NSE:EQUITY_L,2026-02-18
NSE,FRACTAL,FRACTAL.NS,Fractal Analytics Limited,INE212S01015,INR,NSE:EQUITY_L,2026-02-18
NSE,FSL,FSL.NS,Firstsource Solutions Limited,INE684F01012,INR,NSE:EQUITY_L,2026-02-18
NSE,FUSION,FUSION.NS,Fusion Finance Limited,INE139R01012,INR,NSE:EQUITY_L,2026-02-18
NSE,GABRIEL,GABRIEL.NS,Gabriel India Limited,INE524A01029,INR,NSE:EQUITY_L,2026-02-18
NSE,GAEL,GAEL.NS,Gujarat Ambuja Exports Limited,INE036B01030,INR,NSE:EQUITY_L,2026-02-18
NSE,GAIL,GAIL.NS,GAIL (India) Limited,INE129A01019,INR,NSE:EQUITY_L,2026-02-18
NSE,GALAPREC,GALAPREC.NS,Gala Precision Engineering Limited,INE0RE001014,INR,NSE:EQUITY_L,2026-02-18
NSE,GALAXYSURF,GALAXYSURF.NS,Galaxy Surfactants Limited,INE600K01018,INR,NSE:EQUITY_L,2026-02-18
NSE,GALLANTT,GALLANTT.NS,Gallantt Ispat Limited,INE297H01019,INR,NSE:EQUITY_L,2026-02-18
NSE,GANDHAR,GANDHAR.NS,Gandhar Oil Refinery (India) Limited,INE717W01049,INR,NSE:EQUITY_L,2026-02-18
NSE,GANDHITUBE,GANDHITUBE.NS,Gandhi Special Tubes Limited,INE524B01027,INR,NSE:EQUITY_L,2026-02-18
NSE,GANECOS,GANECOS.NS,Ganesha Ecosphere Limited,INE845D01014,INR,NSE:EQUITY_L,2026-02-18
NSE,GANESHBE,GANESHBE.NS,Ganesh Benzoplast Limited,INE388A01029,INR,NSE:EQUITY_L,2026-02-18
NSE,GANESHCP,GANESHCP.NS,Ganesh Consumer Products Limited,INE652V01016,INR,NSE:EQUITY_L,2026-02-18
NSE,GANESHHOU,GANESHHOU.NS,GANESH HOUSING LIMITED,INE460C01014,INR,NSE:EQUITY_L,2026-02-18
NSE,GANGAFORGE,GANGAFORGE.NS,Ganga Forging Limited,INE691Z01023,INR,NSE:EQUITY_L,2026-02-18
NSE,GANGESSECU,GANGESSECU.NS,Ganges Securities Limited,INE335W01016,INR,NSE:EQUITY_L,2026-02-18
NSE,GARFIBRES,GARFIBRES.NS,Garware Technical Fibres Limited,INE276A01018,INR,NSE:EQUITY_L,2026-02-18
NSE,GARUDA,GARUDA.NS,Garuda Construction and Engineering Limited,INE0JVO01026,INR,NSE:EQUITY_L,2026-02-18
NSE,GATECH,GATECH.NS,GACM Technologies Limited,INE224E01028,INR,NSE:EQUITY_L,2026-02-18
NSE,GATECHDVR,GATECHDVR.NS,GACM Technologies Limited,INE224E01036,INR,NSE:EQUITY_L,2026-02-18
NSE,GATEWAY,GATEWAY.NS,Gateway Distriparks Limited,INE079J01017,INR,NSE:EQUITY_L,2026-02-18
NSE,GAYAHWS,GAYAHWS.NS,Gayatri Highways Limited,INE287Z01012,INR,NSE:EQUITY_L,2026-02-18
NSE,GCSL,GCSL.NS,Gretex Corporate Services Limited,INE199P01028,INR,NSE:EQUITY_L,2026-02-18
NSE,GEECEE,GEECEE.NS,GeeCee Ventures Limited,INE916G01016,INR,NSE:EQUITY_L,2026-02-18
NSE,GEEKAYWIRE,GEEKAYWIRE.NS,Geekay Wires Limited,INE669X01032,INR,NSE:EQUITY_L,2026-02-18
NSE,GEMAROMA,GEMAROMA.NS,Gem Aromatics Limited,INE06XZ01023,INR,NSE:EQUITY_L,2026-02-18
NSE,GENCON,GENCON.NS,Generic Engineering Construction and Projects Limited,INE854S01022,INR,NSE:EQUITY_L,2026-02-18
NSE,GENESYS,GENESYS.NS,Genesys International Corporation Limited,INE727B01026,INR,NSE:EQUITY_L,2026-02-18
NSE,GENUSPAPER,GENUSPAPER.NS,Genus Paper & Boards Limited,INE949P01018,INR,NSE:EQUITY_L,2026-02-18
NSE,GENUSPOWER,GENUSPOWER.NS,Genus Power Infrastructures Limited,INE955D01029,INR,NSE:EQUITY_L,2026-02-18
NSE,GEOJITFSL,GEOJITFSL.NS,Geojit Financial Services Limited,INE007B01023,INR,NSE:EQUITY_L,2026-02-18
NSE,GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited,INE017A01032,INR,NSE:EQUITY_L,2026-02-18
NSE,GFLLIMITED,GFLLIMITED.NS,GFL Limited,INE538A01037,INR,NSE:EQUITY_L,2026-02-18
NSE,GHCL,GHCL.NS,GHCL Limited,INE539A01019,INR,NSE:EQUITY_L,2026-02-18
NSE,GHCLTEXTIL,GHCLTEXTIL.NS,GHCL Textiles Limited,INE0PA801013,INR,NSE:EQUITY_L,2026-02-18
NSE,GICHSGFIN,GICHSGFIN.NS,GIC Housing Finance Limited,INE289B01019,INR,NSE:EQUITY_L,2026-02-18
NSE,GICL,GICL.NS,Globe International Carriers Limited,INE947T01022,INR,NSE:EQUITY_L,2026-02-18
NSE,GICRE,GICRE.NS,General Insurance Corporation of India,INE481Y01014,INR,NSE:EQUITY_L,2026-02-18
NSE,GILLANDERS,GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,INE047B01011,INR,NSE:EQUITY_L,2026-02-18
NSE,GILLETTE,GILLETTE.NS,Gillette India Limited,INE322A01010,INR,NSE:EQUITY_L,2026-02-18
NSE,GINNIFILA,GINNIFILA.NS,Ginni Filaments Limited,INE424C01010,INR,NSE:EQUITY_L,2026-02-18
NSE,GIPCL,GIPCL.NS,Gujarat Industries Power Company Limited,INE162A01010,INR,NSE:EQUITY_L,2026-02-18
NSE,GKENERGY,GKENERGY.NS,GK Energy Limited,INE1AG301022,INR,NSE:EQUITY_L,2026-02-18
NSE,GKSL,GKSL.NS,Gujarat Kidney And Super Speciality Limited,INE0V0W01025,INR,NSE:EQUITY_L,2026-02-18
NSE,GKWLIMITED,GKWLIMITED.NS,GKW Limited,INE528A01020,INR,NSE:EQUITY_L,2026-02-18
NSE,GLAND,GLAND.NS,Gland Pharma Limited,INE068V01023,INR,NSE:EQUITY_L,2026-02-18
NSE,GLAXO,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,INR,NSE:EQUITY_L,2026-02-18
NSE,GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Limited,INE935A01035,INR,NSE:EQUITY_L,2026-02-18
NSE,GLFL,GLFL.NS,Gujarat Lease Financing Limited,INE540A01017,INR,NSE:EQUITY_L,2026-02-18
NSE,GLOBAL,GLOBAL.NS,Global Education Limited,INE291W01037,INR,NSE:EQUITY_L,2026-02-18
NSE,GLOBALE,GLOBALE.NS,Globale Tessile Limited,INE0URU01010,INR,NSE:EQUITY_L,2026-02-18
NSE,GLOBALVECT,GLOBALVECT.NS,Global Vectra Helicorp Limited,INE792H01019,INR,NSE:EQUITY_L,2026-02-18
NSE,GLOBE,GLOBE.NS,GLOBE ENTERPRISES (INDIA) LIMITED,INE581X01021,INR,NSE:EQUITY_L,2026-02-18
